tv_name,weekday,timeslot,number_of_tickets,Date
StellarWave A9,Saturday,12-16,78,1932-01-09
StellarWave A9,Tuesday,16-20,161,1932-01-05
Luminor Arc 65,Saturday,0-8,11,1932-01-02
StellarWave A9,Monday,16-20,181,1931-12-28
Luminor Arc 65,Friday,20-24,0,1931-12-25
Luminor Arc 65,Tuesday,8-12,264,1931-12-22
Luminor Arc 65,Monday,12-16,203,1931-12-21
StellarWave A9,Tuesday,0-8,0,1931-12-15
StellarWave A9,Monday,8-12,1,1931-12-14
Luminor Arc 65,Monday,12-16,206,1931-12-07
StellarWave A9,Friday,16-20,235,1931-12-04
Luminor Arc 65,Thursday,8-12,298,1931-12-03
StellarWave A9,Thursday,12-16,92,1931-11-26
Luminor Arc 65,Wednesday,12-16,258,1931-11-25
Luminor Arc 65,Wednesday,16-20,2,1931-11-18
Luminor Arc 65,Tuesday,8-12,264,1931-11-17
StellarWave A9,Monday,16-20,185,1931-11-16
Luminor Arc 65,Monday,8-12,247,1931-11-09
Luminor Arc 65,Saturday,8-12,0,1931-11-07
Luminor Arc 65,Monday,20-24,1,1931-11-02
StellarWave A9,Monday,16-20,184,1931-10-26
StellarWave A9,Thursday,0-8,1,1931-10-22
Luminor Arc 65,Sunday,16-20,0,1931-10-18
Luminor Arc 65,Saturday,16-20,1,1931-10-17
Luminor Arc 65,Thursday,0-8,1,1931-10-15
StellarWave A9,Sunday,0-8,265,1931-10-11
Luminor Arc 65,Tuesday,12-16,248,1931-10-06
Luminor Arc 65,Wednesday,20-24,4,1931-09-30
StellarWave A9,Saturday,16-20,0,1931-09-26
StellarWave A9,Tuesday,12-16,79,1931-09-22
StellarWave A9,Friday,0-8,0,1931-09-18
Luminor Arc 65,Saturday,16-20,0,1931-09-12
StellarWave A9,Friday,8-12,8,1931-09-11
Luminor Arc 65,Saturday,0-8,7,1931-09-05
StellarWave A9,Tuesday,8-12,0,1931-09-01
Luminor Arc 65,Saturday,0-8,9,1931-08-29
StellarWave A9,Wednesday,8-12,1,1931-08-26
StellarWave A9,Friday,12-16,108,1931-08-21
StellarWave A9,Thursday,16-20,225,1931-08-20
Luminor Arc 65,Monday,12-16,211,1931-08-17
StellarWave A9,Saturday,20-24,1,1931-08-15
Luminor Arc 65,Wednesday,12-16,258,1931-08-12
StellarWave A9,Wednesday,12-16,75,1931-08-05
Luminor Arc 65,Tuesday,16-20,0,1931-08-04
StellarWave A9,Tuesday,20-24,218,1931-07-28
Luminor Arc 65,Sunday,0-8,1,1931-07-26
Luminor Arc 65,Saturday,0-8,15,1931-07-25
StellarWave A9,Friday,16-20,232,1931-07-24
StellarWave A9,Saturday,12-16,81,1931-07-18
StellarWave A9,Wednesday,8-12,0,1931-07-15
Luminor Arc 65,Saturday,12-16,5,1931-07-11
StellarWave A9,Wednesday,16-20,196,1931-07-08
Luminor Arc 65,Thursday,8-12,306,1931-07-02
StellarWave A9,Monday,0-8,1,1931-06-29
Luminor Arc 65,Wednesday,8-12,281,1931-06-24
Luminor Arc 65,Tuesday,12-16,229,1931-06-23
StellarWave A9,Tuesday,20-24,212,1931-06-16
StellarWave A9,Sunday,8-12,261,1931-06-14
Luminor Arc 65,Sunday,8-12,0,1931-06-07
Luminor Arc 65,Sunday,8-12,2,1931-05-31
Luminor Arc 65,Monday,12-16,243,1931-05-25
StellarWave A9,Wednesday,12-16,77,1931-05-20
StellarWave A9,Tuesday,12-16,48,1931-05-19
StellarWave A9,Sunday,16-20,2,1931-05-17
StellarWave A9,Tuesday,8-12,1,1931-05-12
Luminor Arc 65,Monday,20-24,1,1931-05-11
StellarWave A9,Wednesday,8-12,2,1931-05-06
StellarWave A9,Saturday,12-16,81,1931-05-02
Luminor Arc 65,Monday,0-8,2,1931-04-27
Luminor Arc 65,Thursday,12-16,253,1931-04-23
StellarWave A9,Thursday,0-8,0,1931-04-16
Luminor Arc 65,Tuesday,8-12,247,1931-04-14
Luminor Arc 65,Saturday,16-20,1,1931-04-11
StellarWave A9,Wednesday,8-12,1,1931-04-08
StellarWave A9,Saturday,20-24,1,1931-04-04
StellarWave A9,Thursday,8-12,0,1931-04-02
Luminor Arc 65,Monday,16-20,2,1931-03-30
StellarWave A9,Wednesday,12-16,75,1931-03-25
Luminor Arc 65,Wednesday,20-24,1,1931-03-18
Luminor Arc 65,Friday,16-20,2,1931-03-13
Luminor Arc 65,Friday,12-16,223,1931-03-06
StellarWave A9,Sunday,20-24,3,1931-03-01
StellarWave A9,Sunday,20-24,1,1931-02-22
Luminor Arc 65,Sunday,16-20,1,1931-02-15
Luminor Arc 65,Monday,20-24,1,1931-02-09
Luminor Arc 65,Sunday,8-12,3,1931-02-08
StellarWave A9,Monday,12-16,53,1931-02-02
StellarWave A9,Sunday,16-20,4,1931-02-01
StellarWave A9,Sunday,0-8,265,1931-01-25
Luminor Arc 65,Thursday,8-12,237,1931-01-22
StellarWave A9,Saturday,20-24,2,1931-01-17
StellarWave A9,Friday,20-24,261,1931-01-16
Luminor Arc 65,Tuesday,0-8,1,1931-01-13
Luminor Arc 65,Thursday,12-16,276,1931-01-08
Luminor Arc 65,Friday,0-8,1,1931-01-02
StellarWave A9,Friday,16-20,252,1930-12-26
StellarWave A9,Tuesday,0-8,1,1930-12-23
Luminor Arc 65,Monday,8-12,250,1930-12-22
StellarWave A9,Friday,0-8,0,1930-12-19
Luminor Arc 65,Monday,20-24,1,1930-12-15
Luminor Arc 65,Wednesday,0-8,3,1930-12-10
StellarWave A9,Saturday,8-12,238,1930-12-06
Luminor Arc 65,Tuesday,20-24,0,1930-12-02
StellarWave A9,Saturday,20-24,3,1930-11-29
Luminor Arc 65,Sunday,0-8,0,1930-11-23
Luminor Arc 65,Monday,16-20,0,1930-11-17
StellarWave A9,Saturday,8-12,208,1930-11-15
StellarWave A9,Monday,0-8,0,1930-11-10
Luminor Arc 65,Wednesday,16-20,0,1930-11-05
Luminor Arc 65,Sunday,20-24,4,1930-11-02
StellarWave A9,Friday,12-16,117,1930-10-31
Luminor Arc 65,Wednesday,0-8,0,1930-10-29
StellarWave A9,Friday,20-24,300,1930-10-24
StellarWave A9,Sunday,20-24,0,1930-10-19
StellarWave A9,Friday,12-16,90,1930-10-17
StellarWave A9,Saturday,20-24,0,1930-10-11
Luminor Arc 65,Friday,12-16,269,1930-10-10
Luminor Arc 65,Tuesday,0-8,3,1930-10-07
StellarWave A9,Monday,16-20,216,1930-10-06
Luminor Arc 65,Sunday,16-20,0,1930-10-05
Luminor Arc 65,Wednesday,20-24,0,1930-10-01
StellarWave A9,Tuesday,8-12,0,1930-09-30
Luminor Arc 65,Thursday,12-16,255,1930-09-25
Luminor Arc 65,Thursday,0-8,0,1930-09-18
StellarWave A9,Sunday,0-8,233,1930-09-14
StellarWave A9,Saturday,8-12,263,1930-09-13
Luminor Arc 65,Tuesday,20-24,1,1930-09-09
Luminor Arc 65,Thursday,12-16,256,1930-09-04
Luminor Arc 65,Saturday,0-8,8,1930-08-30
Luminor Arc 65,Thursday,20-24,2,1930-08-28
Luminor Arc 65,Monday,0-8,0,1930-08-25
Luminor Arc 65,Friday,0-8,1,1930-08-22
StellarWave A9,Sunday,12-16,75,1930-08-17
Luminor Arc 65,Tuesday,12-16,258,1930-08-12
Luminor Arc 65,Saturday,0-8,8,1930-08-09
Luminor Arc 65,Thursday,8-12,272,1930-08-07
Luminor Arc 65,Friday,0-8,7,1930-08-01
Luminor Arc 65,Thursday,0-8,1,1930-07-31
Luminor Arc 65,Saturday,16-20,3,1930-07-26
Luminor Arc 65,Wednesday,20-24,1,1930-07-23
StellarWave A9,Tuesday,20-24,210,1930-07-22
StellarWave A9,Monday,20-24,226,1930-07-21
Luminor Arc 65,Sunday,8-12,1,1930-07-20
Luminor Arc 65,Monday,12-16,219,1930-07-14
StellarWave A9,Sunday,8-12,209,1930-07-13
StellarWave A9,Friday,0-8,1,1930-07-11
Luminor Arc 65,Thursday,0-8,0,1930-07-10
StellarWave A9,Thursday,8-12,1,1930-07-03
Luminor Arc 65,Monday,12-16,238,1930-06-30
Luminor Arc 65,Saturday,16-20,1,1930-06-28
StellarWave A9,Saturday,8-12,237,1930-06-21
Luminor Arc 65,Wednesday,16-20,0,1930-06-18
StellarWave A9,Friday,16-20,240,1930-06-13
Luminor Arc 65,Sunday,12-16,0,1930-06-08
Luminor Arc 65,Thursday,8-12,262,1930-06-05
StellarWave A9,Wednesday,8-12,1,1930-06-04
Luminor Arc 65,Saturday,16-20,2,1930-05-31
StellarWave A9,Saturday,16-20,0,1930-05-24
StellarWave A9,Wednesday,12-16,83,1930-05-21
Luminor Arc 65,Monday,0-8,2,1930-05-19
Luminor Arc 65,Saturday,0-8,6,1930-05-17
StellarWave A9,Tuesday,8-12,1,1930-05-13
StellarWave A9,Sunday,16-20,0,1930-05-11
StellarWave A9,Monday,12-16,46,1930-05-05
Luminor Arc 65,Wednesday,16-20,1,1930-04-30
Luminor Arc 65,Friday,16-20,0,1930-04-25
Luminor Arc 65,Tuesday,8-12,276,1930-04-22
Luminor Arc 65,Saturday,8-12,1,1930-04-19
Luminor Arc 65,Sunday,8-12,2,1930-04-13
Luminor Arc 65,Saturday,8-12,0,1930-04-12
Luminor Arc 65,Tuesday,12-16,240,1930-04-08
StellarWave A9,Thursday,0-8,1,1930-04-03
Luminor Arc 65,Friday,12-16,235,1930-03-28
Luminor Arc 65,Wednesday,12-16,240,1930-03-26
StellarWave A9,Saturday,12-16,84,1930-03-22
StellarWave A9,Monday,16-20,194,1930-03-17
StellarWave A9,Saturday,20-24,3,1930-03-15
Luminor Arc 65,Thursday,16-20,0,1930-03-13
StellarWave A9,Wednesday,12-16,99,1930-03-12
StellarWave A9,Friday,12-16,91,1930-03-07
Luminor Arc 65,Tuesday,16-20,2,1930-03-04
Luminor Arc 65,Thursday,12-16,254,1930-02-27
StellarWave A9,Saturday,0-8,241,1930-02-22
StellarWave A9,Saturday,20-24,2,1930-02-15
StellarWave A9,Saturday,0-8,284,1930-02-08
Luminor Arc 65,Thursday,8-12,304,1930-02-06
Luminor Arc 65,Friday,0-8,1,1930-01-31
StellarWave A9,Friday,20-24,286,1930-01-24
Luminor Arc 65,Saturday,8-12,1,1930-01-18
StellarWave A9,Wednesday,20-24,242,1930-01-15
StellarWave A9,Monday,0-8,2,1930-01-13
Luminor Arc 65,Thursday,8-12,282,1930-01-09
StellarWave A9,Friday,8-12,0,1930-01-03
Luminor Arc 65,Friday,0-8,1,1929-12-27
StellarWave A9,Friday,12-16,120,1929-12-20
Luminor Arc 65,Wednesday,8-12,267,1929-12-18
Luminor Arc 65,Tuesday,20-24,1,1929-12-17
StellarWave A9,Sunday,0-8,257,1929-12-15
StellarWave A9,Tuesday,12-16,60,1929-12-10
Luminor Arc 65,Sunday,20-24,2,1929-12-08
Luminor Arc 65,Tuesday,12-16,211,1929-12-03
Luminor Arc 65,Sunday,16-20,2,1929-12-01
Luminor Arc 65,Thursday,8-12,275,1929-11-28
Luminor Arc 65,Monday,8-12,232,1929-11-25
StellarWave A9,Monday,16-20,199,1929-11-18
Luminor Arc 65,Sunday,20-24,0,1929-11-17
Luminor Arc 65,Monday,0-8,0,1929-11-11
Luminor Arc 65,Wednesday,8-12,248,1929-11-06
StellarWave A9,Monday,16-20,198,1929-11-04
StellarWave A9,Wednesday,16-20,245,1929-10-30
Luminor Arc 65,Thursday,20-24,1,1929-10-24
Luminor Arc 65,Tuesday,8-12,265,1929-10-22
Luminor Arc 65,Wednesday,0-8,1,1929-10-16
StellarWave A9,Monday,8-12,0,1929-10-14
StellarWave A9,Wednesday,8-12,0,1929-10-09
Luminor Arc 65,Wednesday,8-12,295,1929-10-02
StellarWave A9,Wednesday,0-8,1,1929-09-25
Luminor Arc 65,Tuesday,16-20,0,1929-09-24
StellarWave A9,Sunday,0-8,271,1929-09-22
Luminor Arc 65,Tuesday,0-8,1,1929-09-17
Luminor Arc 65,Wednesday,12-16,228,1929-09-11
Luminor Arc 65,Sunday,20-24,1,1929-09-08
StellarWave A9,Monday,8-12,1,1929-09-02
StellarWave A9,Monday,12-16,48,1929-08-26
Luminor Arc 65,Tuesday,12-16,212,1929-08-20
Luminor Arc 65,Monday,8-12,253,1929-08-19
Luminor Arc 65,Sunday,16-20,1,1929-08-18
StellarWave A9,Sunday,16-20,0,1929-08-11
Luminor Arc 65,Saturday,8-12,1,1929-08-10
StellarWave A9,Friday,0-8,0,1929-08-09
Luminor Arc 65,Tuesday,12-16,253,1929-08-06
StellarWave A9,Thursday,0-8,3,1929-08-01
StellarWave A9,Wednesday,20-24,264,1929-07-31
Luminor Arc 65,Tuesday,16-20,0,1929-07-30
Luminor Arc 65,Friday,12-16,265,1929-07-26
Luminor Arc 65,Saturday,16-20,1,1929-07-20
Luminor Arc 65,Monday,20-24,0,1929-07-15
Luminor Arc 65,Friday,20-24,1,1929-07-12
StellarWave A9,Sunday,20-24,1,1929-07-07
Luminor Arc 65,Sunday,12-16,0,1929-06-30
StellarWave A9,Saturday,0-8,272,1929-06-29
StellarWave A9,Thursday,20-24,285,1929-06-27
StellarWave A9,Tuesday,16-20,219,1929-06-25
Luminor Arc 65,Tuesday,8-12,266,1929-06-18
Luminor Arc 65,Wednesday,12-16,251,1929-06-12
StellarWave A9,Monday,20-24,236,1929-06-10
Luminor Arc 65,Sunday,0-8,10,1929-06-09
StellarWave A9,Tuesday,0-8,2,1929-06-04
Luminor Arc 65,Friday,8-12,289,1929-05-31
StellarWave A9,Friday,20-24,274,1929-05-24
Luminor Arc 65,Sunday,8-12,0,1929-05-19
StellarWave A9,Saturday,16-20,1,1929-05-18
Luminor Arc 65,Saturday,12-16,3,1929-05-11
Luminor Arc 65,Tuesday,12-16,219,1929-05-07
Luminor Arc 65,Friday,16-20,0,1929-05-03
Luminor Arc 65,Thursday,0-8,0,1929-05-02
Luminor Arc 65,Tuesday,20-24,1,1929-04-30
Luminor Arc 65,Tuesday,8-12,246,1929-04-23
Luminor Arc 65,Thursday,8-12,283,1929-04-18
StellarWave A9,Sunday,20-24,0,1929-04-14
Luminor Arc 65,Sunday,20-24,1,1929-04-07
Luminor Arc 65,Tuesday,8-12,260,1929-04-02
Luminor Arc 65,Saturday,8-12,0,1929-03-30
StellarWave A9,Sunday,8-12,176,1929-03-24
StellarWave A9,Tuesday,12-16,55,1929-03-19
StellarWave A9,Sunday,20-24,1,1929-03-17
Luminor Arc 65,Tuesday,0-8,1,1929-03-12
StellarWave A9,Wednesday,12-16,77,1929-03-06
Luminor Arc 65,Tuesday,12-16,225,1929-03-05
Luminor Arc 65,Tuesday,12-16,233,1929-02-26
Luminor Arc 65,Sunday,16-20,0,1929-02-24
StellarWave A9,Tuesday,0-8,1,1929-02-19
Luminor Arc 65,Monday,12-16,232,1929-02-18
StellarWave A9,Thursday,0-8,2,1929-02-14
StellarWave A9,Thursday,12-16,87,1929-02-07
Luminor Arc 65,Tuesday,20-24,2,1929-02-05
StellarWave A9,Wednesday,0-8,0,1929-01-30
Luminor Arc 65,Thursday,0-8,1,1929-01-24
Luminor Arc 65,Friday,20-24,2,1929-01-18
StellarWave A9,Thursday,0-8,0,1929-01-17
StellarWave A9,Friday,16-20,235,1929-01-11
Luminor Arc 65,Saturday,12-16,5,1929-01-05
StellarWave A9,Thursday,16-20,231,1929-01-03
Luminor Arc 65,Saturday,8-12,0,1928-12-29
StellarWave A9,Monday,20-24,231,1928-12-24
Luminor Arc 65,Saturday,8-12,1,1928-12-22
StellarWave A9,Sunday,8-12,217,1928-12-16
Luminor Arc 65,Thursday,16-20,3,1928-12-13
Luminor Arc 65,Friday,20-24,0,1928-12-07
StellarWave A9,Friday,20-24,274,1928-11-30
StellarWave A9,Friday,0-8,1,1928-11-23
Luminor Arc 65,Saturday,16-20,1,1928-11-17
Luminor Arc 65,Wednesday,0-8,1,1928-11-14
Luminor Arc 65,Tuesday,0-8,0,1928-11-13
StellarWave A9,Thursday,8-12,2,1928-11-08
StellarWave A9,Sunday,12-16,57,1928-11-04
StellarWave A9,Wednesday,16-20,220,1928-10-31
StellarWave A9,Sunday,20-24,0,1928-10-28
StellarWave A9,Wednesday,20-24,253,1928-10-24
StellarWave A9,Monday,12-16,60,1928-10-22
Luminor Arc 65,Wednesday,16-20,1,1928-10-17
StellarWave A9,Tuesday,0-8,1,1928-10-16
Luminor Arc 65,Thursday,12-16,217,1928-10-11
Luminor Arc 65,Friday,16-20,2,1928-10-05
Luminor Arc 65,Monday,20-24,0,1928-10-01
StellarWave A9,Sunday,0-8,265,1928-09-30
Luminor Arc 65,Sunday,8-12,4,1928-09-23
StellarWave A9,Sunday,0-8,271,1928-09-16
StellarWave A9,Sunday,8-12,236,1928-09-09
Luminor Arc 65,Friday,0-8,0,1928-09-07
StellarWave A9,Monday,20-24,225,1928-09-03
Luminor Arc 65,Saturday,12-16,1,1928-09-01
Luminor Arc 65,Thursday,0-8,2,1928-08-30
StellarWave A9,Sunday,0-8,279,1928-08-26
Luminor Arc 65,Monday,16-20,3,1928-08-20
Luminor Arc 65,Thursday,16-20,0,1928-08-16
Luminor Arc 65,Friday,20-24,2,1928-08-10
StellarWave A9,Wednesday,20-24,257,1928-08-08
StellarWave A9,Tuesday,8-12,0,1928-08-07
StellarWave A9,Tuesday,0-8,2,1928-07-31
Luminor Arc 65,Tuesday,16-20,1,1928-07-24
StellarWave A9,Thursday,16-20,217,1928-07-19
StellarWave A9,Thursday,12-16,126,1928-07-12
Luminor Arc 65,Wednesday,0-8,1,1928-07-11
Luminor Arc 65,Saturday,8-12,1,1928-07-07
StellarWave A9,Tuesday,8-12,1,1928-07-03
StellarWave A9,Saturday,0-8,302,1928-06-30
Luminor Arc 65,Friday,0-8,1,1928-06-29
Luminor Arc 65,Friday,0-8,0,1928-06-22
StellarWave A9,Friday,0-8,0,1928-06-15
StellarWave A9,Wednesday,0-8,0,1928-06-13
Luminor Arc 65,Sunday,12-16,3,1928-06-10
Luminor Arc 65,Saturday,20-24,1,1928-06-09
StellarWave A9,Sunday,16-20,4,1928-06-03
Luminor Arc 65,Tuesday,12-16,234,1928-05-29
StellarWave A9,Sunday,8-12,194,1928-05-27
Luminor Arc 65,Sunday,12-16,1,1928-05-20
StellarWave A9,Wednesday,20-24,272,1928-05-16
StellarWave A9,Tuesday,12-16,61,1928-05-15
Luminor Arc 65,Tuesday,8-12,262,1928-05-08
Luminor Arc 65,Monday,8-12,244,1928-05-07
Luminor Arc 65,Thursday,20-24,0,1928-05-03
StellarWave A9,Wednesday,0-8,1,1928-05-02
StellarWave A9,Sunday,0-8,269,1928-04-29
StellarWave A9,Wednesday,16-20,214,1928-04-25
Luminor Arc 65,Tuesday,8-12,241,1928-04-24
Luminor Arc 65,Tuesday,12-16,199,1928-04-17
StellarWave A9,Saturday,16-20,0,1928-04-14
StellarWave A9,Wednesday,16-20,210,1928-04-11
StellarWave A9,Saturday,12-16,74,1928-04-07
StellarWave A9,Tuesday,20-24,225,1928-04-03
StellarWave A9,Friday,0-8,0,1928-03-30
StellarWave A9,Sunday,0-8,265,1928-03-25
Luminor Arc 65,Saturday,20-24,1,1928-03-24
Luminor Arc 65,Wednesday,0-8,2,1928-03-21
StellarWave A9,Saturday,16-20,0,1928-03-17
StellarWave A9,Saturday,8-12,233,1928-03-10
Luminor Arc 65,Monday,0-8,1,1928-03-05
Luminor Arc 65,Sunday,8-12,1,1928-03-04
StellarWave A9,Friday,16-20,240,1928-03-02
Luminor Arc 65,Monday,12-16,235,1928-02-27
Luminor Arc 65,Wednesday,20-24,1,1928-02-22
Luminor Arc 65,Sunday,0-8,4,1928-02-19
Luminor Arc 65,Sunday,20-24,0,1928-02-12
StellarWave A9,Friday,16-20,229,1928-02-10
Luminor Arc 65,Tuesday,0-8,2,1928-02-07
Luminor Arc 65,Sunday,20-24,0,1928-02-05
StellarWave A9,Tuesday,16-20,201,1928-01-31
Luminor Arc 65,Saturday,8-12,1,1928-01-28
StellarWave A9,Sunday,0-8,254,1928-01-22
StellarWave A9,Wednesday,20-24,239,1928-01-18
StellarWave A9,Friday,0-8,4,1928-01-13
StellarWave A9,Sunday,8-12,230,1928-01-08
Luminor Arc 65,Thursday,20-24,0,1928-01-05
StellarWave A9,Wednesday,0-8,0,1928-01-04
Luminor Arc 65,Sunday,8-12,1,1928-01-01
StellarWave A9,Monday,12-16,54,1927-12-26
StellarWave A9,Saturday,12-16,77,1927-12-24
StellarWave A9,Monday,20-24,250,1927-12-19
Luminor Arc 65,Friday,12-16,251,1927-12-16
StellarWave A9,Friday,0-8,2,1927-12-09
StellarWave A9,Monday,20-24,242,1927-12-05
Luminor Arc 65,Wednesday,16-20,2,1927-11-30
StellarWave A9,Monday,0-8,1,1927-11-28
StellarWave A9,Thursday,8-12,3,1927-11-24
Luminor Arc 65,Tuesday,16-20,0,1927-11-22
StellarWave A9,Tuesday,20-24,248,1927-11-15
Luminor Arc 65,Saturday,20-24,1,1927-11-12
StellarWave A9,Sunday,12-16,74,1927-11-06
Luminor Arc 65,Saturday,20-24,0,1927-11-05
StellarWave A9,Saturday,0-8,251,1927-10-29
Luminor Arc 65,Friday,16-20,2,1927-10-28
Luminor Arc 65,Wednesday,16-20,1,1927-10-26
Luminor Arc 65,Monday,8-12,236,1927-10-24
Luminor Arc 65,Friday,16-20,1,1927-10-21
Luminor Arc 65,Friday,20-24,3,1927-10-14
StellarWave A9,Friday,12-16,83,1927-10-07
Luminor Arc 65,Sunday,8-12,1,1927-10-02
StellarWave A9,Tuesday,12-16,62,1927-09-27
StellarWave A9,Saturday,12-16,69,1927-09-24
Luminor Arc 65,Friday,0-8,1,1927-09-23
StellarWave A9,Sunday,20-24,0,1927-09-18
StellarWave A9,Sunday,12-16,68,1927-09-11
StellarWave A9,Friday,0-8,1,1927-09-09
StellarWave A9,Monday,16-20,178,1927-09-05
StellarWave A9,Thursday,8-12,1,1927-09-01
StellarWave A9,Tuesday,8-12,2,1927-08-30
StellarWave A9,Sunday,8-12,232,1927-08-28
Luminor Arc 65,Tuesday,20-24,0,1927-08-23
StellarWave A9,Tuesday,20-24,243,1927-08-16
Luminor Arc 65,Wednesday,12-16,245,1927-08-10
StellarWave A9,Friday,0-8,2,1927-08-05
StellarWave A9,Saturday,20-24,1,1927-07-30
Luminor Arc 65,Saturday,20-24,1,1927-07-23
StellarWave A9,Friday,16-20,253,1927-07-22
Luminor Arc 65,Saturday,20-24,0,1927-07-16
StellarWave A9,Wednesday,20-24,268,1927-07-13
StellarWave A9,Friday,8-12,2,1927-07-08
Luminor Arc 65,Saturday,16-20,0,1927-07-02
StellarWave A9,Wednesday,0-8,2,1927-06-29
StellarWave A9,Thursday,20-24,251,1927-06-23
Luminor Arc 65,Wednesday,20-24,2,1927-06-22
StellarWave A9,Sunday,20-24,1,1927-06-19
Luminor Arc 65,Saturday,0-8,10,1927-06-18
Luminor Arc 65,Monday,20-24,0,1927-06-13
StellarWave A9,Tuesday,8-12,2,1927-06-07
Luminor Arc 65,Saturday,16-20,0,1927-06-04
Luminor Arc 65,Monday,16-20,0,1927-05-30
Luminor Arc 65,Saturday,20-24,1,1927-05-28
Luminor Arc 65,Saturday,0-8,15,1927-05-21
Luminor Arc 65,Sunday,0-8,5,1927-05-15
StellarWave A9,Wednesday,8-12,1,1927-05-11
Luminor Arc 65,Saturday,12-16,4,1927-05-07
Luminor Arc 65,Sunday,16-20,2,1927-05-01
Luminor Arc 65,Sunday,12-16,1,1927-04-24
Luminor Arc 65,Friday,0-8,12,1927-04-22
Luminor Arc 65,Thursday,0-8,0,1927-04-21
Luminor Arc 65,Monday,20-24,1,1927-04-18
StellarWave A9,Tuesday,20-24,243,1927-04-12
StellarWave A9,Thursday,16-20,213,1927-04-07
Luminor Arc 65,Thursday,16-20,2,1927-03-31
StellarWave A9,Thursday,20-24,253,1927-03-24
Luminor Arc 65,Wednesday,0-8,2,1927-03-23
Luminor Arc 65,Saturday,0-8,26,1927-03-19
StellarWave A9,Wednesday,20-24,264,1927-03-16
Luminor Arc 65,Tuesday,20-24,2,1927-03-15
Luminor Arc 65,Monday,16-20,2,1927-03-14
StellarWave A9,Saturday,16-20,2,1927-03-12
StellarWave A9,Tuesday,16-20,206,1927-03-08
StellarWave A9,Sunday,0-8,256,1927-03-06
StellarWave A9,Tuesday,0-8,0,1927-03-01
StellarWave A9,Friday,20-24,259,1927-02-25
Luminor Arc 65,Sunday,0-8,4,1927-02-20
StellarWave A9,Saturday,8-12,230,1927-02-19
StellarWave A9,Saturday,8-12,228,1927-02-12
StellarWave A9,Thursday,0-8,2,1927-02-10
Luminor Arc 65,Thursday,8-12,241,1927-02-03
Luminor Arc 65,Monday,8-12,238,1927-01-31
Luminor Arc 65,Monday,8-12,244,1927-01-24
StellarWave A9,Monday,8-12,0,1927-01-17
StellarWave A9,Tuesday,20-24,278,1927-01-11
StellarWave A9,Saturday,12-16,70,1927-01-08
Luminor Arc 65,Sunday,12-16,2,1927-01-02
StellarWave A9,Monday,0-8,2,1926-12-27
StellarWave A9,Thursday,8-12,1,1926-12-23
StellarWave A9,Sunday,20-24,1,1926-12-19
StellarWave A9,Monday,12-16,48,1926-12-13
Luminor Arc 65,Tuesday,0-8,0,1926-12-07
StellarWave A9,Thursday,20-24,241,1926-12-02
StellarWave A9,Monday,20-24,239,1926-11-29
Luminor Arc 65,Monday,16-20,1,1926-11-22
Luminor Arc 65,Sunday,12-16,0,1926-11-21
StellarWave A9,Wednesday,12-16,75,1926-11-17
Luminor Arc 65,Sunday,8-12,1,1926-11-14
Luminor Arc 65,Wednesday,12-16,233,1926-11-10
Luminor Arc 65,Tuesday,0-8,0,1926-11-09
StellarWave A9,Sunday,0-8,277,1926-11-07
Luminor Arc 65,Thursday,0-8,1,1926-11-04
Luminor Arc 65,Tuesday,8-12,247,1926-11-02
StellarWave A9,Tuesday,0-8,1,1926-10-26
StellarWave A9,Thursday,12-16,85,1926-10-21
Luminor Arc 65,Friday,8-12,269,1926-10-15
Luminor Arc 65,Friday,8-12,270,1926-10-08
Luminor Arc 65,Monday,20-24,1,1926-10-04
Luminor Arc 65,Thursday,20-24,1,1926-09-30
StellarWave A9,Wednesday,12-16,87,1926-09-29
StellarWave A9,Wednesday,12-16,102,1926-09-22
Luminor Arc 65,Friday,12-16,234,1926-09-17
StellarWave A9,Friday,8-12,5,1926-09-10
StellarWave A9,Monday,12-16,68,1926-09-06
Luminor Arc 65,Saturday,8-12,0,1926-09-04
Luminor Arc 65,Sunday,16-20,1,1926-08-29
Luminor Arc 65,Tuesday,16-20,1,1926-08-24
Luminor Arc 65,Tuesday,0-8,0,1926-08-17
Luminor Arc 65,Wednesday,0-8,1,1926-08-11
StellarWave A9,Wednesday,16-20,225,1926-08-04
Luminor Arc 65,Sunday,20-24,2,1926-08-01
Luminor Arc 65,Sunday,8-12,2,1926-07-25
Luminor Arc 65,Saturday,16-20,0,1926-07-24
StellarWave A9,Saturday,0-8,251,1926-07-17
StellarWave A9,Saturday,0-8,262,1926-07-10
Luminor Arc 65,Wednesday,0-8,1,1926-07-07
Luminor Arc 65,Sunday,16-20,1,1926-07-04
Luminor Arc 65,Sunday,16-20,2,1926-06-27
StellarWave A9,Thursday,16-20,213,1926-06-24
Luminor Arc 65,Monday,20-24,1,1926-06-21
Luminor Arc 65,Thursday,12-16,274,1926-06-17
StellarWave A9,Tuesday,12-16,48,1926-06-15
Luminor Arc 65,Friday,8-12,256,1926-06-11
Luminor Arc 65,Thursday,20-24,1,1926-06-10
Luminor Arc 65,Thursday,16-20,1,1926-06-03
StellarWave A9,Wednesday,16-20,191,1926-06-02
Luminor Arc 65,Tuesday,8-12,236,1926-06-01
Luminor Arc 65,Friday,8-12,284,1926-05-28
Luminor Arc 65,Sunday,16-20,0,1926-05-23
